trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612548427,06SEP2018:15:24:08.410,SAS Ondemand for Academics: Control Center,registration,,linux x64,1
7612535271,23AUG2018:17:03:00.530,External Web,SAS profile,password reset,web browser,4
7612393159,19MAR2018:06:28:22.550,SAS University Edition Basic vApp,error,bios,win10,4
7612464794,06JUN2018:17:56:16.110,External Web,SAS profile,activation e-mail,web browser,3
7612522700,09AUG2018:15:35:07.337,SAS University Edition Basic vApp,virtualbox,bios,win10,4
7612566302,25SEP2018:13:33:41.807,External Web,SAS profile,profile creation,web browser,9
7612328018,10JAN2018:20:44:45.230,SAS University Edition Basic vApp,error,other,,4
7612532919,21AUG2018:20:27:36.040,SAS University Edition Basic vApp,download,,win10,1
7612494959,11JUL2018:03:40:56.130,SAS University Edition Basic vApp,download,,winx64,4
7612501002,17JUL2018:16:46:14.953,SAS University Edition Basic vApp,update,,winx64,20
7612294209,28NOV2017:17:31:02.097,SAS University Edition Basic vApp,error,,win10,1
7612545575,04SEP2018:16:41:09.533,External Web,SAS profile,activation e-mail,web browser,10
7612545864,04SEP2018:20:19:12.510,SAS University Edition Basic vApp,virtualbox,settings,win10,5
7612424655,20APR2018:21:04:57.897,e-Learning,Content question,,win10,1
7612424481,20APR2018:18:04:47.983,Web Profile,no meaningful topic,,,4
7612267897,31OCT2017:01:08:24.033,External Web,SAS profile,password reset,web browser,6
7612417340,12APR2018:20:58:36.187,SAS University Edition Basic vApp,usage,refered to communities,mac x64,12
7612501445,18JUL2018:01:23:22.823,External Web,SAS profile,password reset,web browser,4
7612274858,07NOV2017:18:49:02.243,SAS University Edition Basic vApp,shared folder,,win10,6
7612539142,28AUG2018:14:05:50.160,SAS Ondemand for Academics: Control Center,log on,,linux x64,5
7612539470,28AUG2018:16:58:48.813,e-Learning,Outage,r&d assistance,windows,2
7612417801,13APR2018:11:41:05.363,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,4
7612474644,18JUN2018:15:53:25.967,SAS University Edition Basic vApp,update,,win10,6
7612327968,10JAN2018:20:09:57.227,External Web,SAS profile,,,11
7612456346,28MAY2018:17:38:03.843,External Web,SAS profile,activation e-mail,,4
7612481011,25JUN2018:17:38:36.110,External Web,SAS profile,password reset,web browser,6
7612539426,28AUG2018:16:40:42.127,SAS University Edition Basic vApp,error,bios,win10,1
7612404832,30MAR2018:00:27:10.080,SAS OnDemand for Academics: Enterprise Miner,configuration,,,10
7612474456,18JUN2018:14:21:03.457,SAS University Edition Basic vApp,error,other,winx64,1
7612501375,17JUL2018:22:34:19.087,SAS OnDemand for Academics: Enterprise Miner,installation,r&d assistance,windows,6
7612424432,20APR2018:17:03:37.177,Jupyter Notebook - SAS Kernel,configuration,,,4
7612487830,03JUL2018:00:12:04.837,External Web,ondemand profile,,web browser,5
7612274464,07NOV2017:14:51:24.743,SAS Document Conversion Server,Text Miner,,winx64,2
7612429529,26APR2018:17:42:22.550,SAS University Edition Basic vApp,download,,,4
7612385914,09MAR2018:21:43:37.440,SAS University Edition Basic vApp,virtualbox,,mac x64,1
7612494497,10JUL2018:17:27:29.180,SAS University Edition Basic vApp,error,other,mac x64,4
7612494361,10JUL2018:15:52:51.447,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,4
7612539476,28AUG2018:17:02:48.663,e-Learning,Outage,r&d assistance,windows,2
7612519460,06AUG2018:22:27:28.487,External Web,SAS profile,password reset,web browser,3
7612359719,13FEB2018:08:30:48.707,SAS Viya Trial,log on,,,7
7612308048,13DEC2017:14:56:37.313,External Web,SAS profile,profile creation error,web browser,3
7612539503,28AUG2018:17:12:48.913,External Web,SAS profile,password reset,web browser,2
7612407847,03APR2018:17:06:45.273,e-Learning,Activation/Access Problem,,,6
7612354151,06FEB2018:22:56:06.027,External Web,SAS profile,email update/change,,8
7612574579,02OCT2018:19:35:54.457,External Web,SAS profile,activation e-mail,web browser,4
7612498738,15JUL2018:07:29:24.273,External Web,SAS profile,password reset,web browser,4
7612386133,10MAR2018:19:56:24.203,External Web,SAS profile,profile creation error,web browser,4
7612498589,14JUL2018:05:14:17.603,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,4
7612354223,07FEB2018:01:38:07.757,SAS OnDemand for Academics: Enterprise Miner,outage,,win7,4
7612315042,21DEC2017:06:29:58.760,SAS University Edition Basic vApp,download,,win10,4
7612517910,03AUG2018:22:07:34.953,External Web,SAS profile,password reset,web browser,2
7612491814,06JUL2018:15:34:53.213,SAS University Edition Basic vApp,update,,mac x64,1
7612427408,25APR2018:00:04:09.777,SAS Viya Trial,sas visual analytics,,,5
7612341836,25JAN2018:09:04:32.813,External Web,SAS profile,,,6
7612486283,29JUN2018:19:21:14.030,External Web,SAS profile,activation e-mail,web browser,2
7612524306,11AUG2018:11:30:19.323,External Web,SAS profile,password reset,web browser,10
7612491798,06JUL2018:15:25:29.900,SAS University Edition Basic vApp,error,other,win10,5
7612517500,03AUG2018:14:29:27.430,SAS University Edition Basic vApp,download,,win10,5
7612321818,04JAN2018:04:56:30.877,External Web,SAS profile,activation e-mail,web browser,6
7612386272,11MAR2018:22:04:46.877,SAS OnDemand for Academics,outage,dashboard,,4
7612301760,06DEC2017:13:43:16.677,SAS University Edition Basic vApp,usage,refered to communities,winx64,6
7612537765,27AUG2018:14:41:03.720,SAS University Edition Basic vApp,error,other,win10,4
7612549721,07SEP2018:02:19:15.870,SAS University Edition Basic vApp,download,,win10,6
7612465987,07JUN2018:16:43:06.683,SAS Ondemand for Academics: Control Center,interest,,,1
7612498805,15JUL2018:18:12:33.733,External Web,SAS profile,activation e-mail,web browser,2
7612366933,20FEB2018:20:20:43.747,SAS University Edition Basic vApp,error,,windows,8
7612517278,03AUG2018:10:31:16.873,SAS OnDemand for Academics: Enterprise Miner,java,,win10,6
7612530501,19AUG2018:19:02:37.067,SAS University Edition Basic vApp,download,,win10,5
7612562843,20SEP2018:17:59:37.527,External Web,SAS profile,password reset,web browser,4
7612498712,15JUL2018:02:53:20.703,SAS University Edition Basic vApp,update,,winx64,4
7612353945,06FEB2018:20:08:13.750,SAS OnDemand for Academics: Enterprise Miner,sasnote review,update,,2
7612434220,02MAY2018:20:08:18.657,SAS OnDemand for Academics: SAS Studio,usage,r&d assistance,web browser,1
7612380180,06MAR2018:05:49:47.520,SAS University Edition Basic vApp,no meaningful topic,,win10,3
7612574303,02OCT2018:16:16:18.873,SAS Viya Trial,log on,,,3
7612498965,16JUL2018:05:51:46.083,External Web,SAS profile,password reset,web browser,4
7612353971,06FEB2018:20:20:13.020,SAS OnDemand for Academics: Enterprise Miner,no meaningful topic,,win10,1
7612321734,04JAN2018:00:32:10.700,External Web,SAS profile,password reset,web browser,4
7612453309,24MAY2018:04:46:22.070,SAS University Edition Basic vApp,error,bios,win10,6
7612424909,23APR2018:00:24:27.083,External Web,SAS profile,activation e-mail,web browser,4
7612330632,12JAN2018:23:53:11.307,Miscellaneous,no meaningful topic,,,2
7612572069,30SEP2018:22:00:11.920,SAS OnDemand for Academics,outage,,win10,7
7612571932,29SEP2018:23:42:14.733,SAS Store,SAS University Edition,,,19
7612478259,21JUN2018:14:22:04.027,External Web,SAS profile,password reset,web browser,3
7612291764,25NOV2017:22:40:04.280,External Web,SAS profile,activation e-mail,web browser,4
7612431751,30APR2018:17:03:53.453,SAS University Edition Basic vApp,error,other,mac x64,1
7612330069,12JAN2018:14:51:33.727,SAS University Edition Basic vApp,update,,mac x64,4
7612571946,30SEP2018:01:55:02.153,SAS OnDemand for Academics,outage,,win10,2
7612336929,19JAN2018:19:37:44.387,SAS University Edition Basic vApp,error,other,mac x64,4
7612304820,09DEC2017:15:56:12.453,External Web,SAS profile,password reset,web browser,4
7612374124,27FEB2018:21:16:28.913,SAS University Edition Basic vApp,error,other,win10,6
7612285499,17NOV2017:03:01:38.143,External Web,SAS profile,email update/change,web browser,4
7612355823,08FEB2018:10:23:44.857,External Web,SAS profile,password reset,web browser,4
7612399611,25MAR2018:00:56:24.717,e-Learning,Interest,,,4
7612560996,19SEP2018:14:17:49.757,SAS University Edition Basic vApp,download,,windows,10
7612405990,01APR2018:16:28:54.160,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,winx64,5
7612451237,22MAY2018:14:47:59.823,SAS Ondemand for Academics: Control Center,outage,,,6
7612566334,25SEP2018:13:54:22.193,SAS University Edition Basic vApp,download,,mac x64,4
7612522741,09AUG2018:16:04:29.423,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612495882,11JUL2018:18:20:12.930,e-Learning,Technical Problem,,win10,4
7612424731,21APR2018:09:28:51.920,SAS OnDemand for Academics: Enterprise Guide,log on,r&d assistance,win10,7
7612502658,18JUL2018:23:23:43.987,SAS University Edition Basic vApp,error,other,win10,4
7612451713,22MAY2018:20:57:59.153,External Web,SAS profile,activation e-mail,web browser,4
7612571945,30SEP2018:01:54:02.270,SAS OnDemand for Academics,outage,,win10,2
7612392728,17MAR2018:03:57:41.390,SAS OnDemand for Academics,log on,,win10,4
7612318471,28DEC2017:22:42:36.340,External Web,SAS profile,profile creation error,,5
7612399276,23MAR2018:18:15:44.373,SAS OnDemand for Academics,options,,win10,3
7612451004,22MAY2018:11:49:48.523,External Web,SAS profile,activation e-mail,web browser,4
7612458696,30MAY2018:20:14:50.237,SAS University Edition Basic vApp,virtualbox,settings,win10,1
7612477668,21JUN2018:01:59:39.160,SAS OnDemand for Academics: Enterprise Miner,java,,win7,5
7612318371,28DEC2017:16:16:34.397,Web Profile,usage,,,6
7612464508,06JUN2018:15:08:12.853,External Web,SAS profile,profile creation error,web browser,4
7612285052,16NOV2017:18:18:48.393,SAS University Edition Basic vApp,error,other,win10,6
7612291785,26NOV2017:03:23:09.343,External Web,SAS profile,,web browser,4
7612571983,30SEP2018:07:28:37.570,External Web,SAS profile,profile creation,web browser,4
7612529184,17AUG2018:02:23:37.767,Miscellaneous,no meaningful topic,,win10,2
7612470087,12JUN2018:21:09:14.300,SAS University Edition Basic vApp,error,other,winx64,1
7612497309,12JUL2018:20:34:33.597,External Web,SAS profile,activation e-mail,web browser,5
7612490295,05JUL2018:16:14:43.087,SAS University Edition Basic vApp,update,,win10,1
7612430987,28APR2018:21:23:33.373,External Web,SAS profile,password reset,web browser,5
7612379389,05MAR2018:16:22:14.517,SAS University Edition Basic vApp,error,,,3
7612530424,19AUG2018:04:19:25.470,SAS Ondemand for Academics: Control Center,log on,,linux x64,5
7612530381,18AUG2018:19:06:14.843,SAS University Edition Basic vApp,inquiry/interest,,win10,6
7612530327,18AUG2018:12:52:09.583,SAS Ondemand for Academics: Control Center,registration,,linux x64,6
7612476899,20JUN2018:13:12:44.230,SAS University Edition Basic vApp,download,,winx64,4
7612536389,24AUG2018:16:11:00.107,SAS University Edition Basic vApp,download,,win10,1
7612564267,22SEP2018:17:21:52.137,SAS University Edition Basic vApp,error,other,win10,2
7612570883,28SEP2018:08:12:24.767,External Web,SAS profile,activation e-mail,web browser,4
7612358138,11FEB2018:15:48:10.557,External Web,SAS profile,activation e-mail,,4
7612306829,12DEC2017:14:54:02.833,SAS University Edition Basic vApp,virtualbox,bios,winx64,5
7612326662,09JAN2018:21:33:49.557,SAS OnDemand for Academics: Enterprise Miner,usage,r&d assistance,win10,9
7612384225,08MAR2018:16:14:04.150,SAS University Edition Basic vApp,download,,winx64,8
7612490447,05JUL2018:18:20:12.743,SAS University Edition Basic vApp,error,other,mac x64,1
7612503876,19JUL2018:21:49:04.980,SAS University Edition Basic vApp,error,other,win7,5
7612477240,20JUN2018:17:02:27.890,SAS University Edition Basic vApp,usage,refered to communities,mac x64,1
7612444127,14MAY2018:17:15:05.633,External Web,SAS profile,activation e-mail,web browser,4
7612346355,30JAN2018:14:38:11.517,SAS University Edition Basic vApp,error,other,win10,4
7612326602,09JAN2018:20:46:49.197,External Web,SAS profile,,,6
7612358081,11FEB2018:13:19:08.627,SAS Ondemand for Academics: Control Center,outage,r&d assistance,,4
7612300239,05DEC2017:09:34:47.897,External Web,SAS profile,password reset,web browser,8
7612403747,29MAR2018:02:46:50.217,External Web,SAS profile,activation e-mail,,9
7612358153,11FEB2018:16:30:10.957,SAS Ondemand for Academics: Control Center,outage,r&d assistance,,4
7612470620,13JUN2018:12:14:25.090,SAS OnDemand for Academics: Enterprise Guide,configuration,,win10,4
7612497315,12JUL2018:20:37:43.287,SAS OnDemand for Academics: Enterprise Guide,no meaningful topic,,win10,9
7612490421,05JUL2018:18:07:05.493,External Web,SAS profile,password reset,web browser,4
7612410466,05APR2018:16:28:52.887,Curriculum Pathways,account,,win10,3
7612523039,09AUG2018:20:19:38.147,External Web,SAS profile,password reset,web browser,4
7612365636,19FEB2018:21:20:02.200,SAS OnDemand for Academics: Enterprise Miner,performance,,win10,5
7612537004,26AUG2018:15:15:04.373,External Web,SAS profile,password reset,web browser,4
7612523263,10AUG2018:02:33:54.087,SAS OnDemand for Academics,usage,,linux x64,4
7612570262,27SEP2018:17:00:21.877,External Web,SAS profile,activation e-mail,web browser,3
7612461169,02JUN2018:13:21:43.677,External Web,SAS profile,password reset,web browser,4
7612558977,17SEP2018:22:53:19.773,External Web,SAS profile,activation e-mail,web browser,3
7612506049,23JUL2018:16:03:12.107,SAS University Edition Basic vApp,performance,hanging,mac x64,1
7612487225,02JUL2018:13:50:23.683,SAS OnDemand for Academics: Enterprise Guide,Interest,,win10,1
7612460974,01JUN2018:19:34:10.167,SAS University Edition Basic vApp,usage,refered to faqs,win10,7
7612279868,13NOV2017:15:27:04.057,External Web,SAS profile,profile creation error,web browser,14
7612429368,26APR2018:15:41:59.273,SAS Viya Trial,sas visual analytics,,,6
7612402135,27MAR2018:18:20:03.357,Projects,writing papers,,windows,1
7612357997,11FEB2018:06:47:06.013,SAS OnDemand for Academics,log on,,win10,5
7612306148,11DEC2017:21:21:15.833,SAS University Edition Basic vApp,virtualbox,,win10,5
7612441257,10MAY2018:12:23:28.400,External Web,SAS profile,password reset,,8
7612565725,24SEP2018:22:49:49.573,External Web,SAS profile,profile creation,web browser,4
7612280050,13NOV2017:17:22:16.527,SAS Viya Trial,sas visual analytics,,,4
7612364535,18FEB2018:14:49:43.300,SAS Viya Trial,log on,,,4
7612429138,26APR2018:13:29:52.950,External Web,SAS profile,password reset,web browser,4
7612526994,15AUG2018:04:22:26.327,SAS University Edition Basic vApp,error,other,win10,5
7612441408,10MAY2018:14:31:33.777,External Web,SAS profile,password reset,web browser,6
7612487475,02JUL2018:17:01:00.310,External Web,SAS profile,password reset,web browser,10
7612552808,11SEP2018:10:34:35.920,External Web,SAS profile,subscriptions,web browser,6
7612272404,05NOV2017:00:20:27.833,External Web,SAS profile,password reset,web browser,6
7612576804,04OCT2018:15:34:06.683,External Web,SAS profile,activation e-mail,web browser,4
7612506399,23JUL2018:20:36:46.273,SAS University Edition Basic vApp,virtualbox,settings,win10,1
7612506397,23JUL2018:20:27:28.203,SAS University Edition Basic vApp,error,other,winx64,4
7612512768,30JUL2018:20:38:18.207,SAS University Edition Basic vApp,error,other,win10,6
7612553328,11SEP2018:17:33:21.950,SAS University Edition Basic vApp,download,,win10,10
7612286255,17NOV2017:18:58:42.627,External Web,SAS profile,activation e-mail,web browser,3
7612364543,18FEB2018:15:57:44.550,SAS University Edition Basic vApp,error,other,mac x64,4
7612377701,02MAR2018:16:36:04.933,SAS University Edition Basic vApp,virtualbox,settings,win10,8
7612292583,27NOV2017:15:29:55.100,SAS Viya Trial,log on,,,4
7612571594,28SEP2018:19:14:26.997,SAS University Edition Basic vApp,virtualbox,settings,win10,14
7612305812,11DEC2017:18:09:10.603,SAS University Edition Basic vApp,error,other,,4
7612447814,17MAY2018:17:33:25.003,SAS University Edition Basic vApp,download,,,4
7612306290,12DEC2017:00:53:42.110,SAS University Edition Basic vApp,error,other,mac x64,4
7612293016,27NOV2017:19:57:48.853,SAS University Edition Basic vApp,virtualbox,,win10,1
7612553387,11SEP2018:18:19:38.037,External Web,SAS profile,activation e-mail,web browser,3
7612351490,05FEB2018:02:22:29.213,SAS University Edition Basic vApp,error,bios,win10,4
7612357667,09FEB2018:20:07:47.587,SAS University Edition Basic vApp,error,other,winx64,4
7612391266,15MAR2018:18:20:40.347,SAS University Edition Basic vApp,error,other,windows,1
7612410764,05APR2018:20:14:23.803,External Web,SAS profile,profile creation error,,7
7612552269,10SEP2018:20:05:53.590,SAS University Edition Basic vApp,usage,refered to communities,win10,1
7612539539,28AUG2018:17:23:50.093,e-Learning,Outage,r&d assistance,win7,5
7612377963,02MAR2018:20:08:01.707,SAS University Edition Basic vApp,shared folder,,,4
7612404630,29MAR2018:19:57:25.733,SAS Viya Trial,sas visual analytics,,,6
7612365440,19FEB2018:17:37:56.233,SAS University Edition Basic vApp,error,other,win10,4
7612480838,25JUN2018:15:30:50.750,SAS University Edition Basic vApp,update,,win10,1
